logFC	logCPM	LR	PValue	FDR	gene_name	gene_type	ExpressionType
ENSG00000255474	0.206146863933269	6.39773010642701	2.8227981499515	0.0929342635191204	0.242885218806571	GAU1	lncRNA	up_regulated
ENSG00000255545	0.200819637326963	6.30749756058876	2.42877345711167	0.119126075702518	0.292137371045952	B3GAT1-DT	lncRNA	up_regulated
ENSG00000255717	-0.523285112167517	6.92621902403179	22.8733238023116	1.73036757232269e-06	2.13705575923087e-05	SNHG1	lncRNA	down_regulated
ENSG00000255774	0.509423816039494	6.47587875797985	20.9497231803469	4.71495955960387e-06	5.35790859045895e-05	LINC02747	lncRNA	up_regulated
ENSG00000256751	0.225242065202697	6.23792148868906	2.85729858165988	0.0909601403756737	0.239621700207166	PLBD1-AS1	lncRNA	up_regulated
ENSG00000257621	0.0194000862595919	6.76824850600544	0.0335619426800449	0.854641731047719	0.930675063508934	PSMA3-AS1	lncRNA	up_regulated
ENSG00000257702	0.0928137758422749	6.39824493116728	0.548341600209355	0.458996108191294	0.678542209875435	LBX2-AS1	lncRNA	up_regulated
ENSG00000258056	0.0210880699326869	6.19777742260139	0.0221600637652273	0.881662079476633	0.944801544295405	AC009779.2	lncRNA	up_regulated
ENSG00000258441	0.305784229504317	6.20817710600276	5.25060633985387	0.0219391248122068	0.0826977366893265	LINC00641	lncRNA	up_regulated
ENSG00000258498	-0.184713924330417	6.42563874336988	2.00896772191129	0.15637168600016	0.353184817348418	DIO3OS	lncRNA	down_regulated
ENSG00000258634	-0.054494161979108	6.21047795756804	0.145846598226754	0.702536522878491	0.846615003468821	AL160006.1	lncRNA	down_regulated
ENSG00000259291	0.404104064694435	6.19983965050703	9.42500654270725	0.00214046334624269	0.0122065594054163	ZNF710-AS1	lncRNA	up_regulated
ENSG00000259342	0.850491977467447	6.10898161133962	44.2681832460129	2.86332356851515e-11	6.6355110787219e-10	AC025580.1	lncRNA	up_regulated
ENSG00000259673	-0.162743380412953	6.29957462848818	1.37662564360302	0.24067676020874	0.463993598314871	IQCH-AS1	lncRNA	down_regulated
ENSG00000259768	-0.323548899114989	6.25401307276083	4.86762258752393	0.0273651755357512	0.0986150399694005	AC004943.2	lncRNA	down_regulated
ENSG00000259820	-0.203038643559581	6.17201750776307	1.83161934499265	0.175936396226327	0.380365636495597	AC083843.2	lncRNA	down_regulated
ENSG00000259865	-0.206773695694715	6.18923022359026	1.9343133341695	0.164287315986817	0.365066535345099	AL390728.6	lncRNA	down_regulated
ENSG00000259943	0.0237648018239003	6.21460584692736	0.0287096602098842	0.865451150986327	0.936013107877119	AL050341.2	lncRNA	up_regulated
ENSG00000259953	-0.0865546808143182	6.51876644137203	0.503653156692266	0.477899339789703	0.692506361814705	AL138756.1	lncRNA	down_regulated
ENSG00000259974	0.191659727883358	6.62780669103009	3.06001591093599	0.080240883562658	0.219686047364578	LINC00261	lncRNA	up_regulated
ENSG00000260032	-0.106896264525404	7.43796975627976	1.74584980478893	0.186399321504887	0.395387659174318	NORAD	lncRNA	down_regulated
ENSG00000260196	-0.480649451465751	6.51341011366746	13.2664675045969	0.000270195862432245	0.00201304864394885	AC124798.1	lncRNA	down_regulated
ENSG00000260231	0.0377050366905052	6.72672692242203	0.122772462852794	0.726046768190927	0.860525967098383	KDM7A-DT	lncRNA	up_regulated
ENSG00000260257	-0.344242525255975	6.32410647597685	5.89788410215795	0.0151590850911749	0.0618712658322196	AL035071.1	lncRNA	down_regulated
ENSG00000260260	-0.180595221140372	6.45924638909202	1.99098712769674	0.158237704742415	0.355905415519335	SNHG19	lncRNA	down_regulated
ENSG00000260565	0.0686841868785409	6.33234102178601	0.277509697113587	0.598338114242843	0.780976074649845	ERVK13-1	lncRNA	up_regulated
ENSG00000260573	-3.27287630048356	5.75679301246847	97.3989580012834	5.66758476050715e-23	3.87493709454563e-21	AC007493.1	lncRNA	down_regulated
ENSG00000260704	0.147498029058606	6.17086074509203	1.10311837451147	0.293582768599845	0.526916136537068	LINC00543	lncRNA	up_regulated
ENSG00000260804	0.0109074267181994	6.23679356687013	0.00616915864968348	0.937395337879678	0.973912123773068	LINC01963	lncRNA	up_regulated
ENSG00000260912	0.11168932467268	6.24054856802924	0.674941647957354	0.411334010585597	0.638196888289463	AL158206.1	lncRNA	up_regulated
ENSG00000260917	0.172865311065654	6.19577105948666	1.57376389118906	0.209661246350138	0.425407103391205	AL158212.3	lncRNA	up_regulated
ENSG00000261061	-0.68753525309705	6.21825426855272	18.3719716515483	1.81711377091795e-05	0.000181345023508948	AC092718.4	lncRNA	down_regulated
ENSG00000261123	-0.626319762404865	6.18125587943105	14.9754717214603	0.000108917764220524	0.00089857155481932	AC009065.5	lncRNA	down_regulated
ENSG00000261183	0.163026809807297	6.34950127749301	1.65056298650128	0.198882322944169	0.412260161681464	SPINT1-AS1	lncRNA	up_regulated
ENSG00000261326	-0.467505736342085	6.13875647172337	8.4480111346368	0.00365442864693154	0.0192686640416607	LINC01355	lncRNA	down_regulated
ENSG00000261373	-1.23880453180941	6.34607814546233	55.4351921242389	9.65915970043782e-14	2.80591787072577e-12	VPS9D1-AS1	lncRNA	down_regulated
ENSG00000261455	-0.128833370858443	6.28445738201127	0.859789983595348	0.353797469842826	0.587884856740486	LINC01003	lncRNA	down_regulated
ENSG00000261799	0.0370498779698217	6.24976166773922	0.0729319285191821	0.787114771134815	0.895270707058211	AC007406.4	lncRNA	up_regulated
ENSG00000261824	-0.195962162298369	6.40129267584983	2.19518397751581	0.138442678408666	0.324967402372391	LINC00662	lncRNA	down_regulated
ENSG00000262001	-0.976579834126658	6.42444837335101	41.3170723066249	1.29433491869631e-10	2.75686654369482e-09	DLGAP1-AS2	lncRNA	down_regulated
ENSG00000262879	0.0588994818856579	6.3748932220268	0.212709133990316	0.644652248758821	0.81197708885078	AC005670.3	lncRNA	up_regulated
ENSG00000263072	-0.250310484005977	6.37991351679253	3.43000334978804	0.0640219714261879	0.186460789926824	ZNF213-AS1	lncRNA	down_regulated
ENSG00000263753	0.201881862607076	6.69886917421455	3.65013451850858	0.0560646831052507	0.169343532689157	LINC00667	lncRNA	up_regulated
ENSG00000264112	-0.491593705362688	6.45580569976197	13.0372212033664	0.000305360840548058	0.00224143651076191	AC015813.1	lncRNA	down_regulated
ENSG00000264247	0.080137058670679	6.33133472216322	0.379017992888876	0.538129259002113	0.738205252206091	LINC00909	lncRNA	up_regulated
ENSG00000265148	-0.90906814358176	6.28961068373572	31.8929291083815	1.6290910368667e-08	2.77304010745878e-07	TSPOAP1-AS1	lncRNA	down_regulated
ENSG00000265688	-1.64585142479885	6.22439253324027	73.6773841218623	9.19868008933203e-18	3.81992168139207e-16	MAFG-DT	lncRNA	down_regulated
ENSG00000265933	0.269201421955113	6.60545831931477	6.08352050967619	0.0136448586108277	0.0568918885811972	LINC00668	lncRNA	up_regulated
ENSG00000267002	-0.424927277451308	6.47559692230691	10.1986105941237	0.00140546506688794	0.00843892780336648	AC060780.1	lncRNA	down_regulated
ENSG00000267080	-0.155064813916351	6.30974417619386	1.26730252580479	0.260273334815738	0.489124148571716	ASB16-AS1	lncRNA	down_regulated
ENSG00000267100	0.0517382841367918	6.6307193135813	0.21196370101439	0.645232609932121	0.812284185952186	ILF3-DT	lncRNA	up_regulated
ENSG00000267296	0.0428600242865244	6.35035497056431	0.109076842686918	0.741197594746082	0.868426456635368	CEBPA-DT	lncRNA	up_regulated
ENSG00000267321	-0.169694615213209	6.37769209786723	1.62229847565476	0.20277159558061	0.416757763712015	SNHG30	lncRNA	down_regulated
ENSG00000267519	-0.417347360475033	6.77705648846484	13.2233562265062	0.000276482091187205	0.00205740581986871	AC020916.1	lncRNA	down_regulated
ENSG00000267575	-0.124836179066903	6.17091426309682	0.712505102186796	0.398613431015063	0.626372135769004	AC006504.5	lncRNA	down_regulated
ENSG00000268205	-0.268597943371208	6.73616590447134	5.58445421506423	0.0181205789604807	0.0709402608781867	AC005261.1	lncRNA	down_regulated
ENSG00000268362	-0.0953348362372537	6.09011196588059	0.382590096398928	0.536220309974353	0.73680406012467	AC092279.1	lncRNA	down_regulated
ENSG00000268388	0.622083218343982	6.47442849506541	32.5279944630632	1.1748791675404e-08	2.04201259807759e-07	FENDRR	lncRNA	up_regulated
ENSG00000268858	-0.325677737348888	6.25865119179108	4.95300642266869	0.0260453384129543	0.0945470996950161	AL118506.1	lncRNA	down_regulated
ENSG00000269416	0.200795897329483	6.28216638266739	2.36224627526406	0.124303086366431	0.300498279700056	LINC01224	lncRNA	up_regulated
ENSG00000269609	-0.266196660242711	6.49377155160539	4.33460156679258	0.0373451555093281	0.12589111943011	RPARP-AS1	lncRNA	down_regulated
ENSG00000269821	-0.876610797998722	6.28027259932703	29.7269947865736	4.97373715629677e-08	7.96248348113487e-07	KCNQ1OT1	lncRNA	down_regulated
ENSG00000269893	-0.203164092360902	6.93483191220531	3.9360079359797	0.0472628097076173	0.149165332856864	SNHG8	lncRNA	down_regulated
ENSG00000269958	-0.19429498352426	6.32259365127998	1.98715194383053	0.158638987495827	0.3564192938019	AL049840.5	lncRNA	down_regulated
ENSG00000271122	0.200069511461836	6.27887080920558	2.33611254860188	0.126404651667362	0.304034512027912	AC018647.2	lncRNA	up_regulated
ENSG00000271533	-0.451272311321502	6.1232473637184	7.7798624365484	0.00528318201524117	0.0261469781436966	Z83843.1	lncRNA	down_regulated
ENSG00000271643	0.168742036859797	6.24701806667016	1.58563371239616	0.207951065366312	0.4229358226312	AC112220.2	lncRNA	up_regulated
ENSG00000272068	-0.100211989052455	6.07195279183517	0.412941114381795	0.520480474062552	0.724678877871746	AL365181.2	lncRNA	down_regulated
ENSG00000272141	-0.449303020735022	6.49157993825922	11.4793153861079	0.000703750488298584	0.00466465575398767	AL390719.2	lncRNA	down_regulated
ENSG00000272168	-0.800660848105017	6.0597138356611	19.8920433280691	8.19406489850589e-06	8.88707739868628e-05	CASC15	lncRNA	down_regulated
ENSG00000272335	-0.238224167066314	6.35518914519281	3.04100598652111	0.0811855910547358	0.22148846765925	AC093297.2	lncRNA	down_regulated
ENSG00000272405	-0.346067063106552	6.79468887972979	9.50247676786641	0.0020519473311765	0.0117722986663464	AL365181.3	lncRNA	down_regulated
ENSG00000272620	-1.86179166689944	5.80371409340023	52.7298109469341	3.82737454069662e-13	1.06614429897346e-11	AFAP1-AS1	lncRNA	down_regulated
ENSG00000272686	0.483295322627788	6.25319534970607	14.7398763911648	0.000123408374597393	0.00100208571892568	WASL-DT	lncRNA	up_regulated
ENSG00000272763	0.0607950179252591	6.77712559035024	0.337679355240141	0.561171814686819	0.755563695694389	AC103702.2	lncRNA	up_regulated
ENSG00000272888	0.031880034732656	6.69509504925765	0.0849764070688863	0.770663491302183	0.886087587555934	CHASERR	lncRNA	up_regulated
ENSG00000273015	0.13502676835589	6.55730857898287	1.3867812232514	0.238949426887919	0.462014396969424	AC008124.1	lncRNA	up_regulated
ENSG00000273033	0.221799283377601	6.20564068274716	2.66880104300958	0.102333087975148	0.260677637647686	LINC02035	lncRNA	up_regulated
ENSG00000273142	-0.573276854667946	6.29355718494932	14.492530668453	0.000140716394916565	0.00112636829695504	LINC02604	lncRNA	down_regulated
ENSG00000273151	-0.316535133313971	6.34272587432616	5.14115551107386	0.0233650915433577	0.0865956896822555	AC073957.3	lncRNA	down_regulated
ENSG00000273270	0.275810126602689	6.3126674245637	4.73959319274505	0.0294760404917083	0.104299934029992	AC090114.2	lncRNA	up_regulated
ENSG00000273344	-0.256298357464923	6.52866593516706	4.17749243402294	0.0409642677665852	0.134572023788556	PAXIP1-AS1	lncRNA	down_regulated
ENSG00000274173	-0.0859143535972187	6.49667432215043	0.485433565102795	0.485971388749984	0.697990384188657	AL035661.1	lncRNA	down_regulated
ENSG00000274605	-0.0703214982990926	6.39470480907714	0.29463625788658	0.587264710996983	0.77271672499603	PCCA-DT	lncRNA	down_regulated
ENSG00000274993	0.521624274492573	6.26838523449014	17.7116489390332	2.57047652685355e-05	0.000247623317289977	AC254629.1	lncRNA	up_regulated
ENSG00000275216	-2.90652545142512	6.12201139860885	130.973717660697	2.50906375736149e-30	2.77229142833469e-28	AL161431.1	lncRNA	down_regulated
ENSG00000275234	0.274158320867906	6.52549819606819	5.83956327036449	0.0156697155996229	0.0635571060456679	AC010503.4	lncRNA	up_regulated
ENSG00000275764	0.0161107187616243	6.1493646831991	0.0122157753534538	0.911993025166571	0.960229399279514	AC092747.4	lncRNA	up_regulated
ENSG00000277496	0.179550946375144	6.19088001772464	1.69274387929576	0.193239660097935	0.404429183791086	AL357033.4	lncRNA	up_regulated
ENSG00000278133	-0.00037112178612402	6.4342655287697	8.78269840853818e-06	0.997635423274045	0.998684546433935	AC135050.6	lncRNA	down_regulated
ENSG00000278192	-0.366104703607669	6.14563877834747	5.42859751300875	0.0198095821844122	0.0760842891161083	AL118505.1	lncRNA	down_regulated
ENSG00000278266	0.105595799055272	6.05678104625737	0.486737879519524	0.485386081516119	0.697636789635537	AC079949.2	lncRNA	up_regulated
ENSG00000278730	0.0958901927142021	6.54669965924777	0.681766313770638	0.408979163141967	0.635738869976365	AC005332.6	lncRNA	up_regulated
ENSG00000280109	-2.40127561380954	5.75069059942296	67.9944294850274	1.63958075500308e-16	6.16442314578479e-15	PLAC4	lncRNA	down_regulated
ENSG00000280206	-0.558614527920118	6.39369667385212	15.3872601378897	8.75767591280777e-05	0.000741794931012978	AC026401.3	lncRNA	down_regulated
ENSG00000280734	-0.789879761866258	6.24220103547642	23.9392046555852	9.94262465318739e-07	1.27767372879744e-05	LINC01232	lncRNA	down_regulated
ENSG00000280798	0.365702765806682	6.38296418666064	9.29062561378732	0.00230329485903012	0.0129796329146165	LINC00294	lncRNA	up_regulated
ENSG00000281398	-0.71533045372903	6.59691073453513	29.1375437711463	6.74177946328501e-08	1.05074963297421e-06	SNHG4	lncRNA	down_regulated
ENSG00000281649	-0.100296828875338	7.02428342210365	1.08146705330994	0.298369597867232	0.532111799049862	EBLN3P	lncRNA	down_regulated
ENSG00000285230	0.043153594984593	6.22307547776207	0.0962750675324884	0.756346336711055	0.878023247184815	RALY-AS1	lncRNA	up_regulated
ENSG00000285410	0.00823656708577952	6.43430259149224	0.0043404647014782	0.947471609566816	0.978384610179351	GABPB1-IT1	lncRNA	up_regulated
ENSG00000285756	-0.62934694360691	6.42896021642425	19.7099866034409	9.0129133275141e-06	9.67344340225386e-05	BX890604.1	lncRNA	down_regulated
ENSG00000285967	0.0465041881542895	6.32761622537852	0.125509647572159	0.723133994475092	0.859075416104323	NIPBL-DT	lncRNA	up_regulated
ENSG00000286451	-0.0710581364710756	6.14269798097355	0.228126589433316	0.632916426851346	0.804720105032919	AL499602.1	lncRNA	down_regulated
ENSG00000287252	-0.126978956282535	6.09219618907696	0.672258429962881	0.412265322001374	0.638996504995411	AL009179.1	lncRNA	down_regulated
ENSG00000287263	0.0808562975193958	6.14016097280919	0.312010614525434	0.576449004807331	0.7656232393653	AC008875.3	lncRNA	up_regulated
ENSG00000287828	-1.34076155874959	6.4143234346313	67.0405875872917	2.65974447347656e-16	9.79593388668822e-15	AL354743.2	lncRNA	down_regulated
ENSG00000288066	-0.116894825047506	6.44908991958911	0.846019915719033	0.357680728148523	0.590173201445063	AC097448.1	lncRNA	down_regulated
ENSG00000288398	-0.0784375421395505	6.28921033155639	0.326593800572162	0.567671698941822	0.7598634152953	AL109627.1	lncRNA	down_regulated
ENSG00000288670	0.0411589334118613	6.18171124454766	0.0835288385980135	0.772570999805591	0.887209179899238	AL592295.6	lncRNA	up_regulated
